[2026-03-28T10:02:48.146Z] POST https://api.devnet.solana.com/ → 200 (128ms, 191B)
[2026-03-28T10:02:48.146Z] POST https://api.devnet.solana.com/ → 200 (127ms, 1298B)
[2026-03-28T10:02:48.146Z] POST https://api.devnet.solana.com/ → 200 (126ms, 538B)
[2026-03-28T10:03:02.196Z] GET http://localhost:3000/ → 200 (29ms, 34125B)
[2026-03-28T10:03:02.228Z] GET http://localhost:3000/_next/static/media/70bc3e132a0a741e-s.p.15008bfb.woff2 → 200 (?ms, ?B)
[2026-03-28T10:03:02.229Z] GET http://localhost:3000/_next/static/media/83afe278b6a6bb3c-s.p.3a6ba036.woff2 → 200 (?ms, ?B)
[2026-03-28T10:03:02.231Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__7a9a3280._.css → 200 (4ms, 53764B)
[2026-03-28T10:03:02.231Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_bae88007._.js → 200 (3ms, 671B)
[2026-03-28T10:03:02.231Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js → 200 (70ms, 1046576B)
[2026-03-28T10:03:02.231Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js → 200 (15ms, 169624B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js → 200 (68ms, 802042B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js → 200 (15ms, 144411B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_aaee43fe._.js → 200 (47ms, 642596B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_7a8122d0._.js → 200 (24ms, 205661B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js → 200 (24ms, 1979B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/_a0ff3932._.js → 200 (23ms, 783B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/turbopack-_45210fd5._.js → 200 (31ms, 73896B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_094231d7._.js → 200 (31ms, 119301B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/app_icon_png_mjs_3b2c48cf._.js → 200 (31ms, 262B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_c8525d27._.js → 200 (40ms, 190020B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana_7756c642._.js → 200 (40ms, 137455B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana-program_token_dist_src_index_mjs_2c09a0b9._.js → 200 (40ms, 211533B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana-program_token-2022_dist_src_index_mjs_77533f1c._.js → 200 (79ms, 802370B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana-program_stake_dist_src_index_mjs_6d9bc33b._.js → 200 (68ms, 138082B)
[2026-03-28T10:03:02.232Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana_client_dist_index_browser_mjs_c7f7fd2a._.js → 200 (71ms, 160949B)
